Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Longitude,Latitude,Victim Age,Victim Gender,Weapon Used
5422,2023-01-13,2022-07-25,11:46,Airoli,105,Fraud,72.936612,19.130923,20,Male,Other
5423,2022-12-12,2020-08-15,21:07,Kharghar,102,Robbery,72.94523,19.161437,72,Other,Explosives
5424,2020-09-07,2020-02-03,15:55,Vashi,109,Cybercrime,72.937773,19.16499,38,Other,Blunt Object
5425,2024-06-12,2023-02-13,18:46,Airoli,107,Homicide,72.917313,19.07822,62,Female,Fire
5426,2025-02-15,2022-12-14,07:33,Mansarovar,106,Drug-related crime,72.928552,19.065417,72,Female,Other
5427,2020-12-02,2020-10-18,18:59,Sanpada,103,Assault,73.001389,19.128485,64,Female,Knife
5428,2023-08-10,2022-09-28,13:57,Seawoods,110,Kidnapping,73.075032,19.180044,13,Other,Knife
5429,2022-11-24,2022-03-04,19:19,Seawoods,104,Burglary,72.92932,18.996323,15,Male,None
5430,2023-10-07,2022-04-22,01:55,Koparkhairane,106,Drug-related crime,72.906121,19.078767,25,Other,Poison
5431,2020-12-07,2020-04-22,20:15,Airoli,104,Burglary,72.935689,19.121279,48,Other,Explosives
5432,2022-09-12,2021-03-02,17:52,Mansarovar,110,Kidnapping,72.968396,19.014021,47,Female,None
5433,2023-05-26,2022-09-21,18:33,Nerul,101,Theft,73.048983,18.989222,32,Male,Explosives
5434,2023-10-09,2020-02-11,11:58,Nerul,104,Burglary,72.992236,19.00131,69,Other,Explosives
5435,2021-03-31,2020-02-27,11:46,Belapur,110,Kidnapping,72.909635,19.088708,10,Female,Other
5436,2022-02-25,2020-10-15,18:17,Vashi,106,Drug-related crime,73.053784,19.020942,14,Other,None
5437,2021-06-19,2021-04-11,00:40,Mansarovar,105,Fraud,72.945019,18.900156,43,Male,Gun
5438,2024-08-06,2020-09-24,07:39,Mansarovar,101,Theft,73.027493,19.046585,57,Other,None
5439,2024-09-19,2024-05-19,14:53,Juhinagar,106,Drug-related crime,72.941996,18.936733,27,Male,Blunt Object
5440,2020-01-13,2020-01-09,23:31,Kharghar,110,Kidnapping,72.959476,19.159438,11,Male,Explosives
5441,2020-10-04,2020-02-05,20:03,Airoli,105,Fraud,73.071303,19.05592,70,Other,Poison
5442,2020-09-10,2020-01-18,16:37,Koparkhairane,109,Cybercrime,72.923895,18.932581,33,Other,None
5443,2022-04-04,2020-02-02,13:39,Nerul,105,Fraud,73.037571,18.920959,36,Male,Blunt Object
5444,2023-08-26,2022-10-10,20:33,Vashi,108,Vandalism,72.942071,19.080566,32,Male,Poison
5445,2020-03-08,2020-02-12,12:17,Kharghar,107,Homicide,72.991771,19.07897,75,Male,Blunt Object
5446,2021-10-23,2020-01-20,09:18,Airoli,110,Kidnapping,73.004789,19.053088,30,Other,Gun
5447,2023-05-22,2022-06-13,07:30,Belapur,104,Burglary,73.075684,19.04797,24,Female,Other
5448,2025-01-13,2022-02-27,15:16,Mansarovar,110,Kidnapping,72.965247,18.918704,44,Male,Fire
5449,2020-10-07,2020-01-23,09:26,Turbhe,106,Drug-related crime,72.997164,18.92593,15,Other,Other
5450,2025-03-06,2022-09-18,15:32,Nerul,103,Assault,73.060196,19.017745,45,Other,Fire
5451,2023-05-20,2023-04-19,13:45,Sanpada,107,Homicide,72.909157,19.129768,33,Other,Poison
5452,2024-01-09,2021-07-24,00:45,Mansarovar,107,Homicide,73.044934,19.06951,12,Other,Knife
5453,2022-10-13,2022-07-31,08:10,Kharghar,110,Kidnapping,72.912508,19.037015,13,Male,Gun
5454,2024-05-22,2023-06-12,05:45,Seawoods,107,Homicide,73.026244,19.17676,25,Other,Other
5455,2021-04-16,2020-02-13,15:17,Airoli,108,Vandalism,72.921312,19.067751,76,Male,Poison
5456,2022-12-25,2022-07-08,10:18,Vashi,108,Vandalism,72.952736,19.181558,39,Female,Explosives
5457,2022-05-07,2022-04-23,11:51,Turbhe,105,Fraud,72.981626,19.081749,57,Other,Explosives
5458,2022-02-08,2021-05-14,10:39,Airoli,109,Cybercrime,73.02364,19.023825,49,Other,Blunt Object
5459,2025-03-20,2023-12-18,15:14,Mansarovar,107,Homicide,73.049266,19.145379,44,Male,Other
5460,2020-02-27,2020-01-31,00:25,Nerul,105,Fraud,72.98179,19.179867,14,Male,Blunt Object
5461,2022-08-26,2021-08-09,11:47,Turbhe,104,Burglary,73.028878,19.068983,37,Male,Other
5462,2024-09-10,2022-10-17,21:31,Turbhe,104,Burglary,72.991323,19.1867,18,Male,Knife
5463,2022-03-26,2021-01-22,11:12,Nerul,107,Homicide,73.026763,19.179493,53,Male,Knife
5464,2023-02-03,2021-10-05,10:55,Belapur,106,Drug-related crime,72.90794,19.136876,73,Female,Knife
5465,2023-04-12,2020-10-14,22:45,Juhinagar,107,Homicide,73.097652,19.142635,80,Other,None
5466,2021-01-25,2020-10-14,20:11,Belapur,110,Kidnapping,72.952165,18.944004,15,Female,Blunt Object
5467,2020-09-30,2020-03-08,16:50,Belapur,106,Drug-related crime,73.068414,19.098682,18,Other,Explosives
5468,2024-08-02,2022-10-15,18:05,Juhinagar,107,Homicide,72.937153,18.982371,67,Female,Other
5469,2023-06-04,2020-07-21,03:06,Belapur,104,Burglary,73.009866,19.182992,61,Male,Knife
5470,2023-09-21,2023-08-29,22:38,Turbhe,108,Vandalism,73.036585,18.900461,55,Female,Knife
5471,2021-08-18,2020-07-30,05:01,Nerul,104,Burglary,72.945618,19.130746,10,Male,Blunt Object
5472,2021-09-23,2021-01-09,23:09,Kharghar,105,Fraud,73.033769,18.91152,13,Male,None
5473,2021-12-19,2020-03-15,15:35,Koparkhairane,105,Fraud,73.003524,19.100533,31,Female,Other
5474,2021-02-15,2020-10-09,07:11,Mansarovar,109,Cybercrime,72.982554,19.039466,70,Other,Knife
5475,2022-11-05,2022-01-15,23:50,Seawoods,101,Theft,73.086317,18.912732,64,Other,Gun
5476,2021-08-10,2020-07-14,19:10,Belapur,108,Vandalism,73.069353,18.910185,77,Male,Other
5477,2022-10-03,2021-05-03,08:59,Koparkhairane,101,Theft,73.05907,18.908588,71,Male,None
5478,2020-02-08,2020-01-30,07:40,Turbhe,101,Theft,72.906924,19.091083,52,Female,None
5479,2022-01-25,2021-03-11,11:39,Nerul,104,Burglary,73.081315,19.059939,77,Other,Other
5480,2022-08-10,2022-08-09,19:30,Juhinagar,110,Kidnapping,73.011169,19.059674,17,Other,Other
5481,2021-02-16,2020-04-02,00:20,Turbhe,105,Fraud,72.996998,18.985564,38,Other,Other
5482,2024-02-05,2022-11-04,08:32,Kharghar,104,Burglary,72.963821,19.168758,75,Male,Blunt Object
5483,2020-12-30,2020-06-02,18:28,Seawoods,102,Robbery,72.901778,19.137443,46,Female,Poison
5484,2023-02-03,2020-01-19,15:57,Turbhe,105,Fraud,72.940093,19.013501,38,Male,Other
5485,2024-10-15,2024-06-28,15:10,Vashi,108,Vandalism,72.982501,19.182327,60,Female,Gun
5486,2020-10-26,2020-08-07,14:53,Kharghar,108,Vandalism,73.031281,18.976644,11,Male,Gun
5487,2022-03-10,2020-08-02,19:36,Seawoods,107,Homicide,72.992035,19.096159,24,Male,Blunt Object
5488,2022-11-20,2022-04-11,01:55,Kharghar,102,Robbery,73.050172,19.153454,37,Other,Explosives
5489,2021-07-16,2020-02-09,05:12,Turbhe,103,Assault,72.994134,19.083176,26,Other,Poison
5490,2021-08-17,2021-08-09,10:38,Nerul,109,Cybercrime,73.099945,19.15407,44,Female,Gun
5491,2021-06-16,2020-09-30,15:12,Seawoods,103,Assault,72.954254,18.903339,27,Other,Knife
5492,2022-12-28,2021-08-13,00:59,Airoli,110,Kidnapping,72.963377,19.056857,56,Other,Explosives
5493,2021-10-28,2021-07-17,12:08,Mansarovar,109,Cybercrime,72.978113,18.944862,24,Other,Knife
5494,2023-11-25,2020-06-07,05:11,Seawoods,107,Homicide,73.076169,19.176988,47,Male,Blunt Object
5495,2023-09-05,2022-11-20,22:16,Turbhe,106,Drug-related crime,72.980082,18.937383,31,Other,Knife
5496,2024-09-13,2021-05-04,16:29,Turbhe,106,Drug-related crime,73.068722,19.188607,11,Female,Explosives
5497,2024-08-27,2023-03-07,17:02,Kharghar,104,Burglary,73.009929,18.963507,10,Other,Fire
5498,2024-03-01,2021-11-28,05:18,Juhinagar,109,Cybercrime,73.092275,19.151067,73,Other,Fire
5499,2021-03-11,2020-03-28,22:26,Koparkhairane,110,Kidnapping,72.973338,18.980525,48,Female,Fire
5500,2021-03-23,2020-01-26,04:21,Airoli,107,Homicide,73.040221,19.099611,35,Female,Poison
5501,2021-12-27,2020-10-18,06:28,Koparkhairane,104,Burglary,73.041558,19.115804,44,Male,None
5502,2022-06-20,2021-05-14,06:58,Vashi,101,Theft,72.952145,18.969781,58,Female,Explosives
5503,2020-01-02,2020-01-01,23:00,Seawoods,102,Robbery,73.098147,19.017083,37,Female,Explosives
5504,2021-01-17,2020-09-18,16:39,Kharghar,108,Vandalism,72.916407,18.989346,41,Other,Gun
5505,2021-03-23,2020-05-25,06:48,Seawoods,109,Cybercrime,72.944376,19.164631,56,Other,None
5506,2022-08-06,2021-12-21,21:50,Kharghar,106,Drug-related crime,72.929724,19.029879,72,Other,Blunt Object
5507,2023-10-19,2020-06-17,00:07,Turbhe,104,Burglary,72.932332,18.983316,21,Male,Knife
5508,2020-01-09,2020-01-01,11:11,Kharghar,110,Kidnapping,72.93489,19.113999,69,Other,Knife
5509,2021-04-15,2020-11-23,00:30,Sanpada,108,Vandalism,72.993258,19.179069,52,Female,Knife
5510,2023-05-06,2022-12-31,02:51,Mansarovar,110,Kidnapping,73.068335,19.05653,59,Female,Fire
5511,2023-06-30,2022-12-06,20:45,Mansarovar,102,Robbery,73.086381,18.900908,67,Male,Knife
5512,2022-07-20,2022-07-16,06:08,Turbhe,102,Robbery,73.088814,19.140689,53,Female,Gun
5513,2023-06-18,2022-11-25,03:21,Vashi,108,Vandalism,73.084324,19.17713,16,Female,Blunt Object
5514,2024-01-11,2023-01-12,09:13,Belapur,108,Vandalism,72.981714,19.184815,29,Female,Knife
5515,2023-12-14,2020-09-14,02:05,Kharghar,107,Homicide,73.024552,18.935664,16,Female,Explosives
5516,2023-07-14,2023-05-11,07:34,Koparkhairane,101,Theft,72.992685,19.175083,67,Other,Poison
5517,2022-09-16,2022-03-27,02:26,Airoli,108,Vandalism,72.906229,19.128189,73,Other,Other
5518,2022-04-06,2021-12-21,13:37,Kharghar,107,Homicide,73.038923,19.067604,58,Female,Other
5519,2021-06-04,2020-06-09,21:18,Belapur,105,Fraud,72.958544,19.023136,62,Other,Blunt Object
5520,2024-05-10,2022-11-03,05:00,Mansarovar,103,Assault,73.02596,18.903542,54,Female,Other
5521,2023-07-19,2020-05-16,02:50,Airoli,107,Homicide,73.076168,19.063579,60,Other,None
5522,2020-06-21,2020-05-28,22:39,Juhinagar,104,Burglary,73.092121,18.960783,73,Male,Explosives
5523,2021-03-22,2020-07-31,15:25,Mansarovar,105,Fraud,72.98628,18.908927,21,Female,Gun
5524,2022-04-15,2020-09-20,19:31,Nerul,103,Assault,72.90711,19.02055,22,Other,Gun
5525,2020-11-07,2020-03-15,11:24,Turbhe,107,Homicide,73.04582,18.994801,67,Male,Explosives
5526,2024-12-17,2021-08-08,11:03,Juhinagar,107,Homicide,73.004158,19.11769,78,Female,Blunt Object
5527,2024-03-19,2023-02-26,23:25,Koparkhairane,104,Burglary,73.066948,19.193027,68,Male,Other
5528,2021-06-05,2020-10-30,17:46,Sanpada,109,Cybercrime,73.051893,19.134852,25,Male,None
5529,2022-11-04,2020-10-11,04:21,Seawoods,107,Homicide,72.975323,18.994514,74,Female,Explosives
5530,2023-02-13,2020-05-18,15:20,Vashi,106,Drug-related crime,72.994437,19.185029,53,Male,Blunt Object
5531,2021-12-20,2021-01-06,01:16,Turbhe,109,Cybercrime,73.05219,18.916877,14,Female,Knife
5532,2025-01-01,2023-06-13,11:25,Vashi,101,Theft,73.082413,19.135279,27,Female,Poison
5533,2020-05-28,2020-04-16,12:41,Seawoods,109,Cybercrime,72.928187,19.163324,58,Female,Other
5534,2023-08-30,2020-03-20,19:17,Seawoods,108,Vandalism,72.916131,19.174987,43,Male,Fire
5535,2022-03-03,2020-06-04,10:41,Seawoods,105,Fraud,73.031305,19.153145,46,Male,None
5536,2020-04-09,2020-04-07,19:55,Vashi,108,Vandalism,72.920666,19.071004,40,Male,Fire
5537,2025-02-08,2021-11-22,01:48,Vashi,108,Vandalism,73.053627,19.032034,45,Other,None
5538,2022-02-15,2021-10-16,03:03,Kharghar,102,Robbery,73.007367,19.175838,31,Other,Explosives
5539,2020-03-25,2020-01-06,02:45,Mansarovar,108,Vandalism,73.026176,18.975954,68,Other,None
5540,2024-12-14,2022-09-23,09:39,Belapur,107,Homicide,73.031021,18.952324,51,Male,Other
5541,2020-09-03,2020-04-28,23:16,Turbhe,103,Assault,73.008834,18.916854,66,Female,Poison
5542,2021-03-08,2020-01-23,05:05,Koparkhairane,106,Drug-related crime,72.903772,19.193773,10,Female,Gun
5543,2024-02-29,2020-05-27,16:13,Mansarovar,110,Kidnapping,73.05113,19.130335,79,Female,Other
5544,2020-10-10,2020-09-09,12:01,Belapur,107,Homicide,73.037217,19.13063,63,Female,Fire
5545,2020-04-08,2020-03-20,16:56,Airoli,104,Burglary,72.969033,19.033917,25,Male,Gun
5546,2021-08-15,2020-03-25,02:00,Koparkhairane,108,Vandalism,73.066192,19.068868,57,Female,None
5547,2020-07-14,2020-04-08,00:57,Turbhe,104,Burglary,73.072236,19.185244,21,Male,Gun
5548,2022-01-12,2020-06-23,14:25,Juhinagar,101,Theft,73.030336,18.922666,50,Female,Knife
5549,2022-04-30,2021-04-07,06:16,Kharghar,105,Fraud,72.993386,19.118804,55,Female,Fire
5550,2022-02-07,2021-02-04,09:45,Kharghar,104,Burglary,73.03918,19.053587,66,Other,None
5551,2020-07-07,2020-04-09,10:22,Koparkhairane,102,Robbery,72.999568,19.190105,45,Female,Poison
5552,2021-12-27,2021-01-06,20:53,Kharghar,104,Burglary,72.934763,19.135721,43,Female,Other
5553,2021-05-15,2020-03-06,09:02,Juhinagar,101,Theft,73.091299,19.094078,52,Female,Fire
5554,2021-07-25,2020-07-11,09:02,Vashi,105,Fraud,72.965586,19.063673,24,Other,Explosives
5555,2021-08-09,2021-05-26,23:08,Seawoods,108,Vandalism,73.033757,18.954301,70,Male,Blunt Object
5556,2020-04-20,2020-02-13,19:43,Koparkhairane,103,Assault,73.008197,19.058074,67,Female,Fire
5557,2020-08-06,2020-01-13,06:40,Airoli,110,Kidnapping,72.956468,19.108635,71,Female,Poison
5558,2024-10-30,2020-08-09,16:19,Sanpada,106,Drug-related crime,73.061498,18.990477,59,Female,Gun
5559,2021-10-17,2021-04-11,11:43,Airoli,109,Cybercrime,73.07335,18.936533,15,Other,None
5560,2024-02-26,2023-09-11,11:24,Sanpada,102,Robbery,72.984234,18.90873,30,Female,Other
5561,2024-05-18,2020-05-30,06:22,Kharghar,107,Homicide,72.952132,19.070863,37,Other,Knife
5562,2025-03-14,2024-01-24,04:29,Mansarovar,109,Cybercrime,72.990361,19.027281,18,Male,Blunt Object
5563,2023-02-17,2022-10-08,17:26,Sanpada,104,Burglary,72.912269,18.93564,54,Female,Fire
5564,2021-05-12,2020-10-09,16:49,Seawoods,105,Fraud,72.969107,19.197022,33,Other,Explosives
5565,2021-05-23,2021-05-16,01:23,Sanpada,105,Fraud,72.955955,18.910024,60,Male,Gun
5566,2022-04-28,2020-07-05,16:59,Vashi,105,Fraud,73.056175,19.089437,62,Other,Other
5567,2020-10-05,2020-10-03,18:34,Vashi,107,Homicide,73.051785,18.935972,15,Female,Blunt Object
5568,2024-01-21,2021-07-26,21:07,Juhinagar,105,Fraud,73.025929,19.196743,12,Male,Explosives
5569,2021-10-28,2021-06-24,05:52,Koparkhairane,101,Theft,72.992411,19.152836,48,Male,Knife
5570,2024-12-20,2024-05-21,15:32,Koparkhairane,109,Cybercrime,72.934154,19.08504,23,Female,Gun
5571,2022-08-24,2021-08-20,23:33,Sanpada,109,Cybercrime,72.947347,19.024969,43,Female,Poison
5572,2022-12-03,2022-05-12,01:59,Vashi,105,Fraud,73.075696,19.033554,32,Male,Explosives
5573,2022-11-04,2021-04-12,13:07,Koparkhairane,107,Homicide,73.089998,19.110271,64,Female,Gun
5574,2021-04-16,2020-07-13,20:34,Kharghar,105,Fraud,72.962818,19.115872,48,Other,None
5575,2022-12-20,2022-08-18,08:50,Seawoods,105,Fraud,73.086315,19.139784,56,Female,Explosives
5576,2023-09-04,2021-04-13,02:08,Sanpada,107,Homicide,72.989601,19.16944,32,Female,None
5577,2022-11-23,2020-11-01,20:58,Koparkhairane,108,Vandalism,72.932059,19.152877,14,Male,Fire
5578,2023-07-05,2020-06-17,16:56,Kharghar,102,Robbery,72.985481,19.076252,10,Female,Gun
5579,2024-08-15,2020-07-14,01:22,Mansarovar,109,Cybercrime,72.918124,19.102549,45,Other,Gun
5580,2024-10-31,2023-05-26,21:22,Vashi,101,Theft,73.045003,19.142968,60,Female,Fire
5581,2023-03-04,2020-11-21,06:36,Juhinagar,106,Drug-related crime,73.082758,19.192047,36,Male,Poison
5582,2022-07-13,2021-07-13,07:25,Seawoods,103,Assault,72.96315,19.182852,25,Male,Blunt Object
5583,2022-07-19,2021-06-02,16:55,Kharghar,105,Fraud,73.0204,18.932966,75,Female,None
5584,2020-11-23,2020-03-16,08:38,Juhinagar,110,Kidnapping,73.081509,18.905483,14,Other,Knife
5585,2022-06-06,2020-05-11,05:16,Mansarovar,110,Kidnapping,72.932769,19.035779,44,Male,Other
5586,2023-01-30,2021-07-05,13:10,Mansarovar,105,Fraud,73.052438,19.137865,32,Female,Knife
5587,2020-12-13,2020-05-27,23:36,Turbhe,103,Assault,72.918543,19.116621,39,Female,Gun
5588,2020-03-18,2020-02-26,18:50,Belapur,110,Kidnapping,73.04004,18.938049,32,Other,None
5589,2023-11-21,2020-06-15,02:29,Koparkhairane,103,Assault,73.096363,18.923697,27,Male,Blunt Object
5590,2021-10-01,2021-07-07,09:43,Nerul,102,Robbery,73.075857,18.940513,29,Male,None
5591,2021-06-23,2020-08-16,14:13,Nerul,108,Vandalism,73.093876,19.007549,18,Female,Gun
5592,2020-01-31,2020-01-31,17:27,Juhinagar,101,Theft,72.93077,19.183105,31,Other,Explosives
5593,2022-03-01,2020-07-26,18:10,Kharghar,104,Burglary,73.022204,18.928756,67,Male,Fire
5594,2025-03-07,2020-04-28,00:14,Nerul,110,Kidnapping,72.936063,19.035284,22,Other,Explosives
5595,2021-10-01,2020-09-17,21:22,Airoli,110,Kidnapping,73.099923,18.973293,18,Female,Blunt Object
5596,2020-04-22,2020-04-06,22:36,Juhinagar,101,Theft,73.093607,19.085785,30,Other,Explosives
5597,2024-08-29,2021-05-08,01:58,Kharghar,106,Drug-related crime,72.948694,18.935493,18,Female,Explosives
5598,2023-08-18,2021-03-26,15:45,Nerul,101,Theft,72.988198,19.192654,24,Other,Knife
5599,2024-01-29,2022-05-12,19:40,Nerul,101,Theft,73.015771,19.129117,41,Other,Poison
5600,2021-01-26,2020-12-16,08:33,Seawoods,103,Assault,72.99007,19.117087,10,Female,Blunt Object
5601,2023-01-25,2020-09-09,19:57,Juhinagar,110,Kidnapping,72.933036,19.133083,69,Male,Fire
5602,2024-10-08,2021-11-11,18:08,Sanpada,107,Homicide,73.060841,19.181158,65,Female,Blunt Object
5603,2021-12-13,2020-10-12,09:08,Sanpada,105,Fraud,72.951599,19.060991,49,Female,Knife
5604,2024-10-29,2022-02-13,01:02,Seawoods,108,Vandalism,72.949613,18.926386,58,Male,Fire
5605,2023-03-11,2020-10-29,02:24,Seawoods,101,Theft,72.920578,19.037243,13,Female,Poison
5606,2022-02-03,2020-04-18,02:12,Sanpada,106,Drug-related crime,72.921629,18.933744,56,Male,Poison
5607,2022-12-01,2020-11-19,20:15,Turbhe,104,Burglary,73.030834,19.098348,51,Female,Knife
5608,2023-05-27,2020-06-10,21:34,Mansarovar,103,Assault,72.962227,19.066958,46,Female,Other
5609,2022-03-08,2021-10-08,13:05,Kharghar,109,Cybercrime,72.967083,18.933661,50,Male,None
5610,2023-12-28,2023-10-22,17:57,Juhinagar,103,Assault,73.051731,18.942063,45,Male,Explosives
5611,2021-05-02,2020-05-24,18:34,Mansarovar,105,Fraud,73.015816,19.197989,58,Female,Knife
5612,2022-09-17,2021-10-18,23:08,Mansarovar,108,Vandalism,73.050889,19.056418,69,Female,Poison
5613,2022-09-07,2020-07-19,13:36,Sanpada,103,Assault,73.004815,18.906036,65,Female,Blunt Object
5614,2020-01-13,2020-01-04,14:25,Nerul,102,Robbery,73.046759,19.148954,45,Male,Explosives
5615,2020-11-16,2020-10-23,00:35,Kharghar,107,Homicide,72.910555,18.978958,61,Female,Explosives
5616,2021-02-27,2020-01-23,09:01,Seawoods,109,Cybercrime,73.062513,19.118719,70,Male,Blunt Object
5617,2023-06-27,2022-01-17,14:34,Koparkhairane,108,Vandalism,72.958181,18.9905,73,Male,Blunt Object
5618,2023-07-01,2020-02-01,06:14,Airoli,103,Assault,72.911291,19.004928,44,Other,None
5619,2021-11-30,2020-08-26,09:32,Sanpada,102,Robbery,72.941708,18.951328,39,Other,Blunt Object
5620,2022-11-23,2021-09-25,05:16,Vashi,108,Vandalism,73.059996,18.982626,59,Other,Knife
5621,2023-06-23,2020-10-20,22:46,Belapur,110,Kidnapping,73.043527,19.115006,69,Female,Knife
5622,2023-07-20,2020-04-10,02:53,Turbhe,102,Robbery,73.09719,19.005368,40,Male,Knife
5623,2022-07-12,2020-03-23,04:53,Seawoods,102,Robbery,73.098151,18.943193,53,Female,Knife
5624,2022-05-28,2021-09-26,08:28,Juhinagar,106,Drug-related crime,72.973206,19.024677,38,Female,Gun
5625,2024-07-12,2024-07-10,13:06,Juhinagar,103,Assault,72.949094,19.138378,57,Male,Fire
5626,2020-06-29,2020-02-14,07:27,Juhinagar,109,Cybercrime,72.935922,19.131319,47,Female,Gun
5627,2024-06-24,2022-07-15,17:56,Vashi,106,Drug-related crime,72.966914,19.19135,39,Male,Poison
5628,2020-03-29,2020-01-16,22:59,Sanpada,110,Kidnapping,72.94496,19.056262,50,Male,Fire
5629,2024-10-05,2021-02-13,11:24,Juhinagar,109,Cybercrime,73.085097,18.909776,35,Other,Poison
5630,2025-02-01,2022-10-12,07:17,Airoli,104,Burglary,72.968345,19.091556,11,Male,Explosives
5631,2020-08-21,2020-05-14,20:01,Kharghar,109,Cybercrime,73.043442,19.088761,69,Female,Fire
5632,2023-10-29,2022-02-04,02:08,Mansarovar,105,Fraud,72.911295,18.997168,18,Other,Poison
5633,2025-03-25,2024-03-20,18:06,Kharghar,101,Theft,73.03545,19.097262,22,Female,Fire
5634,2025-02-28,2020-06-07,00:09,Sanpada,104,Burglary,73.026096,19.145848,64,Female,Gun
5635,2020-04-02,2020-01-13,02:08,Belapur,110,Kidnapping,73.033205,18.949298,31,Male,Fire
5636,2024-09-13,2023-03-23,07:59,Koparkhairane,104,Burglary,72.989091,18.926289,62,Female,Gun
5637,2024-02-27,2024-02-16,22:39,Belapur,110,Kidnapping,73.086767,18.953418,56,Other,Knife
5638,2023-01-25,2022-08-23,05:19,Juhinagar,103,Assault,73.08637,19.088589,78,Other,Other
5639,2022-06-17,2022-01-05,16:38,Sanpada,104,Burglary,73.046095,18.939788,45,Other,None
5640,2021-11-05,2021-07-12,11:14,Koparkhairane,108,Vandalism,72.950366,19.172677,25,Female,Blunt Object
5641,2023-01-14,2021-04-27,03:03,Turbhe,105,Fraud,73.086882,19.148233,21,Male,Blunt Object
5642,2020-12-27,2020-01-15,13:18,Sanpada,108,Vandalism,73.052134,18.902399,14,Other,None
5643,2020-09-14,2020-03-07,02:59,Belapur,110,Kidnapping,73.04819,19.026037,58,Female,Explosives
5644,2023-01-02,2021-10-13,00:47,Sanpada,102,Robbery,73.00321,19.188608,58,Other,None
5645,2020-01-17,2020-01-14,19:36,Kharghar,101,Theft,73.049363,18.919857,43,Female,Explosives
5646,2020-04-18,2020-01-17,14:04,Airoli,105,Fraud,73.003804,18.940501,63,Other,Gun
5647,2023-04-23,2021-01-31,01:51,Belapur,105,Fraud,72.985231,19.180703,55,Male,Explosives
5648,2025-03-12,2021-04-25,08:55,Belapur,108,Vandalism,72.925841,19.178717,31,Female,Knife
5649,2023-04-12,2021-09-25,11:53,Airoli,106,Drug-related crime,72.934611,18.916421,39,Male,Explosives
5650,2020-11-13,2020-05-01,07:30,Juhinagar,106,Drug-related crime,72.96735,19.088061,55,Female,Fire
5651,2021-04-24,2020-12-30,07:37,Kharghar,110,Kidnapping,73.009157,18.937961,22,Male,None
5652,2021-09-16,2021-06-12,21:05,Belapur,107,Homicide,72.913283,19.034293,20,Male,Gun
5653,2023-09-09,2022-06-21,19:42,Koparkhairane,107,Homicide,72.983112,19.066773,43,Male,Poison
5654,2022-07-04,2021-06-12,08:04,Koparkhairane,105,Fraud,73.041045,18.908906,50,Male,Blunt Object
5655,2022-01-19,2020-11-18,20:59,Belapur,109,Cybercrime,73.099349,19.122771,67,Other,Knife
5656,2022-08-03,2020-06-06,00:46,Belapur,109,Cybercrime,72.926419,19.098682,18,Male,Explosives
5657,2020-04-25,2020-03-09,17:40,Vashi,105,Fraud,72.972164,19.089937,17,Male,None
5658,2021-08-21,2020-01-18,03:58,Juhinagar,109,Cybercrime,72.938948,18.902466,19,Female,None
5659,2023-03-26,2023-02-08,08:34,Sanpada,103,Assault,72.945382,19.106888,41,Female,Explosives
5660,2022-09-10,2021-02-27,08:50,Belapur,104,Burglary,73.060254,19.139465,45,Female,Knife
5661,2023-11-25,2021-02-04,17:51,Koparkhairane,107,Homicide,73.048801,18.984769,31,Female,Poison
5662,2021-07-06,2021-06-28,06:57,Mansarovar,105,Fraud,73.091193,18.943574,37,Male,Other
5663,2022-09-08,2022-08-04,09:44,Koparkhairane,105,Fraud,73.006961,19.038173,44,Other,Explosives
5664,2023-10-09,2023-07-09,21:25,Seawoods,108,Vandalism,72.922968,18.996797,58,Other,None
5665,2021-04-17,2020-12-05,12:59,Sanpada,102,Robbery,72.973448,19.045827,50,Other,Fire
5666,2024-02-20,2020-07-23,06:52,Turbhe,104,Burglary,73.088033,19.137356,32,Male,Blunt Object
5667,2022-01-01,2021-05-23,21:47,Vashi,101,Theft,73.057994,19.178106,37,Other,Fire
5668,2021-02-07,2020-12-24,08:20,Mansarovar,106,Drug-related crime,72.983069,18.971384,49,Other,Poison
5669,2020-01-05,2020-01-02,22:37,Seawoods,109,Cybercrime,73.072865,18.974541,38,Male,Explosives
5670,2021-04-24,2021-01-15,02:40,Sanpada,110,Kidnapping,72.948245,19.154991,13,Male,Explosives
5671,2020-12-25,2020-10-06,22:01,Turbhe,102,Robbery,72.937606,19.083503,18,Male,Fire
5672,2021-05-22,2020-12-01,16:06,Nerul,103,Assault,73.027601,19.128709,65,Male,Explosives
5673,2024-08-27,2020-01-23,14:13,Mansarovar,104,Burglary,73.062729,19.156,78,Other,Blunt Object
5674,2024-10-16,2022-05-01,18:21,Koparkhairane,103,Assault,73.040061,19.026286,79,Female,Gun
5675,2020-06-26,2020-06-08,09:59,Mansarovar,110,Kidnapping,72.93691,19.183373,38,Female,Blunt Object
5676,2024-09-02,2023-02-21,14:49,Seawoods,103,Assault,72.931498,19.102841,62,Other,Fire
5677,2022-02-04,2021-09-04,21:58,Kharghar,101,Theft,72.975272,19.048102,37,Female,Fire
5678,2020-04-27,2020-01-10,16:02,Koparkhairane,102,Robbery,72.940104,19.031668,59,Other,Knife
5679,2023-11-19,2021-02-05,20:00,Airoli,110,Kidnapping,73.088459,19.14879,16,Male,None
